id,name,name_norm,label,match_source,district,address,typecode,type,tag,lng,lat
B0J2ZZH5EC,大凤鲜鸡煲(五羊新城旗舰店),大凤鲜鸡煲,other_chicken,招牌,越秀区,寺右一马路6号6201-2,050100,餐饮服务;中餐厅;中餐厅,"双人餐,鸡肉",113.302346,23.119775
B0K2F7NL0B,DD米醋鸡煲食坊,DD米醋鸡煲食坊,other_chicken,招牌,越秀区,寺右一马路8号8201,050102,餐饮服务;中餐厅;四川菜(川菜),,113.302398,23.120415
B0L65RDCPW,虎头炸·潮汕南乳炸鸡(五羊新城店),虎头炸·潮汕南乳炸鸡,modern,招牌,越秀区,寺右一马路10号10106铺,050300,餐饮服务;快餐厅;快餐厅,炸鸡,113.302429,23.121262
B0J0MGRXZS,番佬掂·劲脆烧肉(五羊邨店),番佬掂·劲脆烧肉,non_chicken,,越秀区,明月二路(国富图文旁)(五羊邨地铁站F口步行460米),050000,餐饮服务;餐饮相关场所;餐饮相关,"套餐饭,烧鹅",113.307202,23.118642
B0J2LC0KD4,窑鸡王(珠江新城店),窑鸡王,traditional,招牌,越秀区,猎德街道花城大道20号广州远洋大厦地下1层B103铺,050000,餐饮服务;餐饮相关场所;餐饮相关,"盐焗三宝,盐焗鸡爪,盐焗鸡心,卤香藕片,卤香三结义,招牌窑鸡（整只）,招牌窑鸡,腊味饭,卤香鸭肠,卤香鹌鹑蛋,卤香鸭脖,双人餐",113.307836,23.118753
B0K105N057,粤味烧·劲脆烧肉(烧腊·快餐·五羊邨店),粤味烧·劲脆烧肉,traditional,推荐菜,越秀区,寺右南二街三巷2号101(五羊邨地铁站A口步行370米),050000,餐饮服务;餐饮相关场所;餐饮相关,"劲脆烧肉,豉油鸡,叉烧饭",113.306295,23.120731
B0KR4DHD23,湛江隔水蒸鸡(下渡大街店),湛江隔水蒸鸡,traditional,招牌,海珠区,下渡大街70号之二,050100,餐饮服务;中餐厅;中餐厅,,113.299762,23.104899
B0H10DUSIC,一号清远鸡·猪肚鸡·椰子鸡(五羊店),一号清远鸡·猪肚鸡·椰子鸡,traditional,招牌,越秀区,寺右新马路南二街六巷11号首层112铺,050300,餐饮服务;快餐厅;快餐厅,"猪肚鸡,椰子鸡",113.307536,23.119841
B0M65DI2MD,老柳州脆皮手撕鸡,老柳州脆皮手撕鸡,traditional,招牌,越秀区,东湖社区寺右南一街六巷3号东湖社区文体广场,050100,餐饮服务;中餐厅;中餐厅,,113.306118,23.119105
B0FFGCSF3G,渔意楼 清遠雞沙田乳鸽店,渔意楼清遠雞沙田乳鸽店,traditional,推荐菜,越秀区,寺右新马路170号首层(五羊邨地铁站A口步行60米),050100,餐饮服务;中餐厅;中餐厅,"鸡肉,蛋挞,白切鸡,下午茶,乳鸽,大排档",113.308189,23.12169
B0FFLKM8ZS,映日农场无花果鸡,映日农场无花果鸡,other_chicken,招牌,海珠区,滨江东路586号珠光高派华庭一楼,050100,餐饮服务;中餐厅;中餐厅,"单人餐,鸡肉,双人餐",113.299229,23.104792
B0KUG5UGSK,濠然粤菜馆·湛江鸡(五羊天街店),濠然粤菜馆·湛江鸡,traditional,招牌,越秀区,寺右新马路162号之五,050103,餐饮服务;中餐厅;广东菜(粤菜),"湛江鸡,白切鸡,走地鸡,捞粉,鹅肉,招牌白切湛江扇鸡,白切鸡",113.306874,23.122194
B0I1H7T2FD,以鸡为煮(广州塔店),以鸡为煮,traditional,招牌,海珠区,金菊路63-101铺(经典居对面),050100,餐饮服务;中餐厅;中餐厅,"啫啫鸡煲,牛杂煲,白切猪杂,蒜蓉炒时蔬,原盅炖汤,沙姜捞猪肚",113.308966,23.103731
B00141OFSI,红满堂鸡煲(中大店),红满堂鸡煲,other_chicken,招牌,海珠区,中山大学广州南校区黄铭衍堂南门东180米,050100,餐饮服务;中餐厅;中餐厅,双人餐,113.296416,23.104642
B0H2H1ITRI,湛江白切鸡(上渡路店),湛江白切鸡,traditional,招牌,海珠区,金豪嘉苑金骏街20号自编8-10商铺,050103,餐饮服务;中餐厅;广东菜(粤菜),,113.302423,23.103664
B0IGC7HUR2,清心鸡·蛋挞皇(五羊店),清心鸡·蛋挞皇,other_chicken,招牌,越秀区,寺右新马路170号1层61B号铺,050800,餐饮服务;糕饼店;糕饼店,"下午茶,蛋挞",113.30821,23.121328
B0LG1Z4ITF,紫燕百味鸡(广州越秀寺右市场店),紫燕百味鸡,modern,招牌,越秀区,寺右二马路37号首层115铺第B-6号铺,050000,餐饮服务;餐饮相关场所;餐饮相关,素菜,113.304611,23.121845
B0MGY55XHU,龙门胡须鸡,龙门胡须鸡,traditional,招牌,海珠区,金菊路38号世纪云顶负一层,050100,餐饮服务;中餐厅;中餐厅,,113.309301,23.103202
B0LGO55BV1,好运来蒜香炸鸡,好运来蒜香炸鸡,modern,招牌,海珠区,下渡西街93号,050000,餐饮服务;餐饮相关场所;餐饮相关,蒜香炸鸡,113.298569,23.104226
B0J0M51IHP,华辉拉肠(大江直街店),华辉拉肠,non_chicken,,海珠区,大江直街10-1号,050000,餐饮服务;餐饮相关场所;餐饮相关,单人餐,113.307182,23.10304
B0KD3SMCH0,番佬掂·劲脆烧肉(鹭江金豪商场店),番佬掂·劲脆烧肉,non_chicken,,海珠区,金豪商场西门旁,050100,餐饮服务;中餐厅;中餐厅,"套餐饭,烧鹅",113.302183,23.103664
B0KKF9QU9E,广州大排档(珠江新城店),广州大排档,traditional,推荐菜,天河区,珠江新城华就路6号保利·108公馆,050100,餐饮服务;中餐厅;中餐厅,"三丝炒面,招牌干炒牛河,一网打尽,脆皮石歧乳鸽,一虾三食,招牌十味手撕鸡,椒丝腐乳炒生菜,濑尿虾,甜美活虾粥,生蚝,大排档,招牌自制叉烧",113.31216,23.118445
B0K22LDUB0,逸百·全鸡汉堡(小北门店),逸百·全鸡汉堡,other_chicken,招牌,海珠区,下渡西街11巷69号102,050300,餐饮服务;快餐厅;快餐厅,,113.298255,23.104524
B0L6UAH06P,炭火烧鸡,炭火烧鸡,other_chicken,招牌,天河区,远洋明珠大厦东门旁(五羊邨地铁站B口步行440米),050100,餐饮服务;中餐厅;中餐厅,,113.311344,23.121338
B0H0VGY0LN,麦当劳(二沙岛晴波路分店),麦当劳,other_chicken,推荐菜,越秀区,二沙岛晴波路43号首层005号、负一层005号铺,050300,餐饮服务;快餐厅;快餐厅,"板烧美味三件套,大脆鸡扒麦满分组合,人气美味尽享套餐,麦辣美味三件套,原味板烧鸡腿麦满分组合,麦当劳超值嗨餐,（2-3人餐）,双人餐,汉堡,薯条",113.304118,23.110385
B0014246J1,汉堡王(建滔大厦店),汉堡王,non_chicken,,天河区,珠江新城花城大道18号建滔广场第1层第03号单元,050300,餐饮服务;快餐厅;快餐厅,"单人餐,汉堡,牛肉,薯条",113.311993,23.121598
B0FFG9UNXA,赛百味(柏丽广场店),赛百味,modern,推荐菜,海珠区,滨江东路912-974号102b铺,050300,餐饮服务;快餐厅;快餐厅,"鲍鱼大虾,黑胡椒厚切牛排三明治,香溢金枪鱼双拼三明治三件套,黑胡椒厚切牛排三明治三件套,金枪鱼三明治,照烧鸡蛋料双拼三明治三件套,日式照烧鸡三明治,西式火腿三明治,火鸡胸百味卷,双人餐,三明治",113.307787,23.106158
B00140U1UU,麦当劳(五羊新城餐厅),麦当劳,other_chicken,推荐菜,越秀区,五羊新城B4号(五羊邨地铁站F口步行70米),050302,餐饮服务;快餐厅;麦当劳,"麦当劳超值嗨餐,（2-3人餐）,原味板烧鸡腿麦满分组合,板烧美味三件套,麦辣美味三件套,大脆鸡扒麦满分组合,人气美味尽享套餐,麦辣鸡腿堡,安格斯系列,巨无霸汉堡,可乐鸡翅,家有金桶（汉堡版）,家有金桶（脆鸡版）,下午茶,双人餐,薯条,汉堡",113.306055,23.121375
B00140SXV2,麦当劳(下渡路分店餐厅),麦当劳,other_chicken,推荐菜,海珠区,上渡路123号首层,050302,餐饮服务;快餐厅;麦当劳,"辣味板烧鸡腿汉堡,麦乐鸡块餐,经典麦辣鸡腿汉堡,麻麻黑甜筒,新地雪糕,烤芝士酱薯条,麦辣鸡翅块,原味麦旋风,菠萝派,双层板烧鸡腿堡,超值午餐,麦香鱼餐,中摩卡,美式经典咖啡,双层麦香鸡,鸡翅,双人餐,汉堡,薯条",113.302975,23.10297
B0G0JOJBKO,麦当劳(金菊路分店),麦当劳,other_chicken,推荐菜,海珠区,金菊路22号101房,050300,餐饮服务;快餐厅;快餐厅,"巨无霸汉堡,安格斯系列,麦辣鸡腿堡,板烧美味三件套,大脆鸡扒麦满分组合,人气美味尽享套餐,麦辣美味三件套,家有金桶（脆鸡版）,原味板烧鸡腿麦满分组合,麦当劳超值嗨餐,（2-3人餐）,可乐鸡翅,家有金桶（汉堡版）,汉堡,双人餐",113.308288,23.103359
B0KRL1AIL0,麦当劳(广州远洋大厦分店),麦当劳,other_chicken,推荐菜,天河区,珠江新城花城大道20号负一层104商铺,050302,餐饮服务;快餐厅;麦当劳,"人气美味尽享套餐,原味板烧鸡腿麦满分组合,板烧美味三件套,麦辣鸡腿堡,安格斯系列,巨无霸汉堡,大脆鸡扒麦满分组合,麦辣美味三件套,麦当劳超值嗨餐,（2-3人餐）,可乐鸡翅,家有金桶（脆鸡版）,家有金桶（汉堡版）,汉堡,双人餐",113.312806,23.121739
B0J05SWAOM,煲仔正·老广州煲仔饭(五羊新城店),煲仔正·老广州煲仔饭,other_chicken,推荐菜,越秀区,寺右新马路南一街七巷31号101,050000,餐饮服务;餐饮相关场所;餐饮相关,"排骨,鸡肉,煲仔饭,炖汤",113.306439,23.118405
B00140W720,半岛御珍轩酒家,半岛御珍轩酒家,other_chicken,推荐菜,越秀区,渔唱街1号贰楼201房自编,050101,餐饮服务;中餐厅;综合酒楼,"红米肠,绿茶芒果薄撑,红烧桂花乳鸽,虾饺,桶仔蛋挞,避风塘太子鸽,脆皮牛坑腩,好味酱蒸凤爪,红酒汁牛肋骨,清蒸开刀龙趸,炸春卷,XO炒萝卜糕,乡村面疙瘩,金针菇三丝春卷,五谷杂粮煎糕,芝士,鸡肉,双人餐,蛋挞,点心,红烧肉,鲍鱼,龙虾",113.302922,23.110377
B0KDB7P68B,粤兴起.超级海鲜大排档(二沙岛),粤兴起.超级海鲜大排档,traditional,推荐菜,越秀区,晴波路43号首层,050119,餐饮服务;中餐厅;海鲜酒楼,"一条龙,大排档,柠檬茶,啫啫煲,啫啫走地鸡,宵夜,现捞,海鲜大排档,牛肉,米粉,鸡肉",113.303859,23.110411
B001402635,陶苑酒家,陶苑酒家,other_chicken,推荐菜,越秀区,晴波路43号,050103,餐饮服务;中餐厅;广东菜(粤菜),"当归凤爪,点心,水晶鸡,中华招牌虾饺皇,红烧乳鸽,XO酱萝卜糕,玉米汁淮山百合煲,榴莲酥,竹筒紫姜鸭,南瓜蒜香蒸排骨,磨豉酱蒸排骨,清蒸多宝鱼,虾肠,鲜笋虾饺皇,牛腩猪肠粉,鸡肉,牛腩啫猪肠粉,港式菠萝油,啫啫煲,香浓酱皇蒸凤爪,中华招牌虾饺皇,避风塘萝卜糕,荔湾艇仔粥,红烧乳鸽,啫啫牛仔骨",113.304362,23.110382
B0JRK501XU,衡地道-三菜一汤(五羊新城店),衡地道-三菜一汤,traditional,推荐菜,越秀区,寺右一马路6号201铺(珠江宾馆北门斜对面),050100,餐饮服务;中餐厅;中餐厅,"猪肉,芹菜,土鸡,小炒黄牛肉,土猪肉,小炒秦川牛肉,小炒黄牛肉",113.302416,23.119522
B0L17D8MCL,马记又一家东北锦州烧烤(滨江路店),马记又一家东北锦州烧烤,non_chicken,,海珠区,赤岗街道滨江东路795号101房,050118,餐饮服务;中餐厅;特色/地方风味餐厅,单人餐,113.303008,23.105693
B0FFG8X8R8,丘大6仔记(滨江东路店),丘大6仔记,other_chicken,推荐菜,海珠区,滨江东路525号海琴湾商铺2层(宜利苑旁),050103,餐饮服务;中餐厅;广东菜(粤菜),"瑶柱萝卜糕,蒜香蒸排骨,虾饺,梳芙厘,丹麦叉烧餐包,6仔记虾饺,蜜汁蒸凤爪,鲍汁腐皮卷,红糖马拉糕,鲍汁叉烧酥,海鲜荷叶饭,手打羊肉烧麦,蜂巢荔甫芋角,陈皮牛肉烧卖,西柠软鸭饼,竹筒黄鳝饭,黑椒牛仔骨,墨鱼汁叉烧肠粉,排骨,大虾干蒸烧卖,羊肉,墨鱼粉果,手打羊肉烧卖,西关艇仔粥,蒜香蒸排骨,小虾西关濑粉,咸水角,干炒牛河,瑶柱萝卜糕,海鲜荷叶蒸饭,丹麦菠萝油,双皮奶,虾仁蟹柳春卷,红糖马拉糕,丹麦叉烧包,鹏举咸煎饼,古法糯米鸡,蜜汁蒸凤爪,干蒸烧麦,荷叶饭,羊城鲜虾饺,菠萝包,墨鱼汁叉烧肠粉,麦苗马蹄糕,点心,鸡肉",113.30147,23.105398
B0LRBRNJ1P,東山壹号海鲜酒楼,東山壹号海鲜酒楼,other_chicken,推荐菜,越秀区,寺右新马路2号之18主楼第1层,050119,餐饮服务;中餐厅;海鲜酒楼,"金石斛青榄炖海螺,东山一号佛跳墙,头水紫菜冲浪鲜鲍鱼片,香煎葱油饼,五指毛桃焗阳山扇鸡,皇帝蟹三部曲,海鲜姿造,鲍汁扣关东50头辽参,伊比利亚黑毛土猪叉烧,招牌仙鹤神针,广西自制黄皮酱焗多宝鱼,土茯苓麦冬炖蝎子,鲜人参炖老鸡,辣卤清香鹅掌翼,鸿运锦绣烧味拼盘,金不换百合焗雪花牛肉粒,九层塔三葱汁炒波士顿龙虾,祛湿黑蒜炖花胶,烧鹅,九江双蒸白贝焗波士顿龙虾,玻璃红烧乳鸽,养生果雪梨炖猪展,龙虾刺身,太湖仙境功夫汤,黄焖天然甲鱼,波士顿龙虾,佛跳墙,甲鱼",113.299306,23.122332
B0KRNHIW9Y,娱悦公馆(珠江新城店),娱悦公馆,traditional,推荐菜,天河区,临江大道5号保利中心北1门四楼,050103,餐饮服务;中餐厅;广东菜(粤菜),"生拆蟹肉贡菜饺,过桥东星斑,白切走地鸡,榴莲天鹅酥,玻璃乳鸽,酱汁蒸凤爪,紫苏豉汁蒸白鳝,脆皮烧鹅,螺片捞起手撕鸡,西洋菜炖鲍鱼汤,顺德拆鱼羹,清蒸无骨鲫鱼,云吞,棉花空心煎堆仔,榄油松露蒸排骨,早茶,蟹肉,手撕鸡,松软剥皮叉烧包",113.312436,23.117346
B0KAP6KKVN,霸碗盖码饭(广州天河远洋店),霸碗盖码饭,non_chicken,,天河区,华就路21号,050100,餐饮服务;中餐厅;中餐厅,"单人餐,盖码饭",113.311259,23.119146
B0K1H9QFN1,牛约堡-牛肉汉堡(广州五羊店),牛约堡-牛肉汉堡,modern,推荐菜,越秀区,寺右新马路南一街七巷23号之2商铺北,050300,餐饮服务;快餐厅;快餐厅,"炸鸡,牛肉汉堡",113.306189,23.118755
B0JK4RTM0K,汝港海鲜码头,汝港海鲜码头,traditional,推荐菜,海珠区,滨江东路574号之二2楼,050100,餐饮服务;中餐厅;中餐厅,"点心,白切鸡,茄子,三文鱼,早茶,烧鹅,鱼鲜,砂锅啫河源走地鸡,萝卜糕,小榄粉果仔,百合酱蒸凤爪,凤凰流沙包,啫啫煲,老娘黑叉烧",113.298918,23.105126
B0J0GG9X3R,表叔茶餐厅(富力国际公寓店),表叔茶餐厅,non_chicken,,天河区,华讯街与华居街交叉口北60米,050100,餐饮服务;中餐厅;中餐厅,"黄油,牛杂,菠萝包",113.311006,23.119856
B0HUDUK322,客语-客家菜(五羊新地店),客语-客家菜,other_chicken,推荐菜,越秀区,寺右新马路168号二楼客语客家菜(五羊邨地铁站A口旁),050100,餐饮服务;中餐厅;中餐厅,"豆腐,客家菜,猪肉,炒饭,鸡肉",113.308138,23.121859
B0FFLJBZ8A,雄爷煲仔饭研究专家,雄爷煲仔饭研究专家,other_chicken,推荐菜,海珠区,下渡路146号之二,050100,餐饮服务;中餐厅;中餐厅,"煲仔饭,鸡肉,滑鸡煲仔饭",113.302641,23.102767
B0FFLID41G,凤厨顺德荟馆(上渡路店),凤厨顺德荟馆,traditional,推荐菜,海珠区,上渡路123号C202房之一203房,050103,餐饮服务;中餐厅;广东菜(粤菜),"招牌凤厨鸡,大良炸牛奶8件,均安煎鱼饼8件,凤城鱼肚羹,鱼腐竹笙浸胜瓜,菊花鱼,顺德双皮奶,咸鸡,湿炒三丝面,铁板茶树菇爆牛柳,烧汁烧排骨,绿茶红豆薄餐,古法蒸鲩鱼,捞起鱼皮猪肚海蜇,檀香一品骨,私房菜,豆腐,顺德双皮奶,凉拌鱼皮,菊花松子鱼,马拉糕,白切鸡",113.303037,23.102843
B0FFLHNJTV,天成川小馆(珠江新城店),天成川小馆,modern,推荐菜,天河区,花城大道16号铂林国际公寓首层108铺,050102,餐饮服务;中餐厅;四川菜(川菜),"刘师傅秘制海鲜毛血旺,姜汁腊肉芥兰苗,天成香辣美蛙,香辣鲜蛙拼麻虾,蒜泥白肉,无骨辣子鸡,三分钟红糖流心糍粑,熟油辣子香辣酱,水煮安格斯牛肉,生爆盐煎肉,招牌天成酸菜鱼,18秒雪花牛肉,牛肉,酸菜鱼,水煮牛肉,天成夫妻肺片,水煮安格斯牛肉",113.311345,23.121985
B0FFJH7FLL,THAI ALLEY泰爱里(二沙岛店),THAIALLEY泰爱里,other_chicken,推荐菜,越秀区,晴波路9号文立方广场F2层,050000,餐饮服务;餐饮相关场所;餐饮相关,"金不换肉碎生菜包,鲜木瓜沙律,菠萝炒饭,泰式咖喱炸鱼,泰入味满汁烧排骨,泰国金边粉,酸辣无骨凤爪,青咖喱安格斯牛肉,皇牌咖喱蟹,皇牌咖喱虾,鲜爽捞汁海鲜小满贯,红咖喱羊排,泰式香草酸辣汤浸桂花鱼,辣椒膏炒花甲,冬阴功海鲜汤粉,榴莲宝宝,榴莲泰式虾天妇罗,阿克苏红苹果脆糖,泰汁猪颈肉,低温牛肉沙拉,香兰叶包鸡,黄咖喱牛腩,泰式虾饼,柠檬,鱿鱼,牛肉",113.297112,23.110192
B0FFJ04EWK,及第粉(华利店),及第粉,non_chicken,,天河区,珠江新城华利路27号首层112铺,050100,餐饮服务;中餐厅;中餐厅,"及第/瘦肉汤,及第/瘦肉汤粉,招牌捞手工沙河粉,单人餐",113.312742,23.120814
B0FFIAULVI,潮双喜(富力爱丁堡国际公寓店),潮双喜,traditional,推荐菜,天河区,珠江新城华利路2号爱丁堡首层111,050123,餐饮服务;中餐厅;潮州菜,"白斩鸡,鹅肉,烧鸭",113.310943,23.119964
B0FFFDBN1Q,粤味珠江茗点(鹭江店),粤味珠江茗点,non_chicken,,海珠区,滨江东路795号珠江广场北门(宜尚酒店对面)亚朵酒店附近,050600,餐饮服务;茶艺馆;茶艺馆,双人餐,113.303529,23.105242
B00141V5I5,利口福(五羊明月店),利口福,other_chicken,推荐菜,越秀区,明月二路6号、12号明月农贸市场自编1号铺,050800,餐饮服务;糕饼店;糕饼店,"麻辣牛展,香酥琵琶鸭,香芒鹅肝卷,韭黄榨菜肉丝肠,锅贴饺子,话梅芸豆,蛋黄寿桃包,蒜蓉沙窝鱼头,葱花好味酱香芋,葱油卷,葱汁爽口珍菌焖海参,荷香瑶柱糯米鸡,荞菜炒烧肉,鲜百合炒木耳,鲍汁酿鸭掌,点心",113.305499,23.118445
B00141RGWP,金和楼,金和楼,traditional,推荐菜,越秀区,广兴华花园内寺右南二街一巷37-40号,050103,餐饮服务;中餐厅;广东菜(粤菜),"红烧乳鸽,咸猪手,香卤鹅三宝,牛柳炒茶树菇,碳烧猪颈肉,椒盐虾,老火靚湯,金和白切文昌鸡,水晶粉丝煲,葱油鸡,虾饺皇,捞鸡,台山生蚝煲猪脚,野生五叶神炖龙骨汤,猪肚煲鸡,宵夜,牛腩,香煎葱油饼,红烧乳鸽,咸煎饼,生蚝,大排档",113.308112,23.120463
B00141KZJS,御口福金殿(珠江新城店),御口福金殿,other_chicken,推荐菜,天河区,花城大道20号4楼,050103,餐饮服务;中餐厅;广东菜(粤菜),"一口菠萝包,干炒牛河,红烧脆皮乳鸭,桂花糕,拿破仑,怪味金钱肚,招牌水晶鸡,飘香榴莲酥,意大利黑醋酥肉,蒸萝卜糕,黑猪肉叉烧,三文鱼螺刺身,鹅肝,流沙包,红烧乳鸽,排骨,点心,珍珠咸水角,金奖咕噜肉,蒸萝卜糕",113.312829,23.12158
B0LUD9CWL0,穗烨居肠粉(新鸿花园店),穗烨居肠粉,non_chicken,,海珠区,江丽路101号-127号首层,050100,餐饮服务;中餐厅;中餐厅,单人餐,113.313191,23.107163
B0IG9ZBLCT,遇见小面(寺右新马路店),遇见小面,modern,推荐菜,越秀区,寺右新马路首层(五羊邨地铁A出口步行490米),050100,餐饮服务;中餐厅;中餐厅,"阳光番茄牛肉面,脆皮半只鸡麻辣小面,内蒙古羔羊羊肉串(3串),酥脆鸡排(1块),川味酸菜牛肉面,酸菜卤肉饭,葱酥骨汤抄手,白玉厚椰乳,秘制脆皮半只鸡,销魂擂椒卤肉面,酸菜卤肉面,老麻抄手,爆浆豆腐串(2串),琥珀冰粉,酥掉渣芝麻烧饼(1个),金碗酸辣粉,脆皮半只鸡阳光番茄汤面,小酥肉,重庆小面,酸辣粉,鸡肉",113.303489,23.122198
B0GK27IZQE,达美乐比萨(金菊路店),达美乐比萨,other_chicken,推荐菜,海珠区,赤岗街金菊路22号101房自编B,050300,餐饮服务;快餐厅;快餐厅,"香甜双虾菠萝比萨,英式惠灵顿菲力牛排比萨,可可熔岩芝士流心卷边,金尊猫山王榴莲多多比萨,照烧风味牛肉土豆比萨,意大利雪球芝士多肉多芝比萨,新加坡砂煲风味腊肠鸡肉比萨,呼伦贝尔羔羊排,经典意式肉酱比萨,金枪鱼海鲜荟萃比萨,黑松露风味菌菇鸡肉比萨,苏丹王榴莲多多给荔比萨,嫩滋肋眼牛排,芝士焗烤嫩汁三文鱼,马德里风情牛腩大虾比萨,托斯卡纳风情芝浓三文鱼比萨,冬日暖饮,火山饼底,经典大阪烧风味海陆比萨,西西里风情尊牛多多笋鲜比萨,可可火山饼底,苏丹王榴莲红毛丹比萨,美式豪情牛肉培根菠萝比萨,双人餐",113.308314,23.103275
B0FFGZCWRC,肯德基(上渡路店),肯德基,modern,推荐菜,海珠区,上渡路金骏街16号金豪嘉苑首层,050301,餐饮服务;快餐厅;肯德基,"香辣鸡翅,海苔岩烧大鸡腿饭,黄金鸡块,蔬菜沙拉,KFC芋缘花淇淋,葡式蛋挞,芋缘花淇淋,KFC香辣（劲脆）鸡腿堡,吮指原味鸡,肯大大鸡排,醇香土豆泥,薯条,红豆派,可乐,KFC老北京鸡肉卷,小食拼盘,鸡米花,玉米沙拉,伴柠伴桔鲜果茶,现磨咖啡,新奥尔良烤鸡腿堡",113.302547,23.103657
B0FFGAN82A,肯德基(华穗路店),肯德基,modern,推荐菜,天河区,双城国际写字楼1层(珠江新城地铁站A2口步行240米),050301,餐饮服务;快餐厅;肯德基,"KFC老北京鸡肉卷,小食拼盘,KFC芋缘花淇淋,葡式蛋挞,芋缘花淇淋,KFC香辣（劲脆）鸡腿堡,吮指原味鸡,可乐,肯大大鸡排,伴柠伴桔鲜果茶,现磨咖啡,新奥尔良烤鸡腿堡,海苔岩烧大鸡腿饭,黄金鸡块,蔬菜沙拉,醇香土豆泥,薯条,红豆派,玉米沙拉,鸡米花,香辣鸡翅",113.312543,23.121941
B0FFFW10CW,翅客(中大北门店),翅客,modern,推荐菜,海珠区,下渡西约一巷4号101,050100,餐饮服务;中餐厅;中餐厅,"烤油边,烤奶香牛油粒,烤带子,烤鸡翅,川香鸡中翅,烤五花趾,蛋炒米粉,鸡翅,宵夜,玉米,羊肉,茄子",113.299641,23.103917
B0FFFOVL0J,尊宝比萨(中大北门店),尊宝比萨,modern,推荐菜,海珠区,滨江东路556号(蓝色康园首层),050200,餐饮服务;外国餐厅;外国餐厅,"经典苏丹王榴莲,奥尔良烤鸡,经典苏丹王榴莲比萨,金沙咸蛋黄,意大利肉酱面,8英寸经典苏丹王榴莲比萨,夏威夷比萨,超级豪华比萨,金沙咸蛋黄培根比萨,精选比萨2件奥尔良+榴莲,芝士,披萨,比萨,意面",113.298703,23.10514
B0FFF35N6P,金早绿点(蓝色康园店),金早绿点,other_chicken,推荐菜,海珠区,滨江东路560号蓝色康园,050000,餐饮服务;餐饮相关场所;餐饮相关,"芋头糕,糯米鸡,萝卜糕",113.298873,23.104634
B00141RD83,尊宝比萨(达道路店),尊宝比萨,modern,推荐菜,越秀区,达道路13号翠玉大厦F1层,050300,餐饮服务;快餐厅;快餐厅,"和风照烧披萨,骨肉相连,装“苏丹王d24榴莲披萨,一超级豪华披萨,核桃仁烤鸡披萨,新奥尔良烤鸡翼,蒲烧鳗鱼披萨,海鮮披薩,五香牛肉披萨,意大利肉酱面,夏威夷披萨,鸡米花,吞拿鱼,黑椒牛柳面,红酒鹅肝披萨,披萨,比萨,火腿,意面",113.296658,23.121648
B00140TZQQ,尊宝比萨(五羊邨店),尊宝比萨,modern,推荐菜,越秀区,寺右新马路168号首层(五羊邨地铁站A口步行90米),050300,餐饮服务;快餐厅;快餐厅,"超级豪华比萨,金沙咸蛋黄培根比萨,精选比萨2件奥尔良+榴莲,金沙咸蛋黄,意大利肉酱面,经典苏丹王榴莲,奥尔良烤鸡,经典苏丹王榴莲比萨,意面,披萨,下午茶,堂食,比萨",113.307711,23.121959
B00140C88V,佰搭果(五羊新城店),佰搭果,other_chicken,推荐菜,越秀区,五羊新城寺右新马路10号(近长城酒店快乐潇湘东十米),050000,餐饮服务;餐饮相关场所;餐饮相关,"鸡腿,香肠,牛肉",113.301301,23.122302
B0IBYCAQA3,龙门土菜(省农机大厦店),龙门土菜,non_chicken,,海珠区,金菊路38号,050117,餐饮服务;中餐厅;火锅店,土菜,113.30929,23.103189
B0FFJBB9PH,明洞妈妈参鸡汤(四季天地北座店),明洞妈妈参鸡汤,other_chicken,招牌,海珠区,赤岗北路118号四季天地北座F1层128-19,050203,餐饮服务;外国餐厅;韩国料理,"拌饭,五花肉,冷面,鸡肉",113.322255,23.104213
B0FFFTAE35,周黑鸭(广州塔地铁站店),周黑鸭,non_chicken,,海珠区,广州地铁三号线广州塔站CGT-3-2S/3S号,050000,餐饮服务;餐饮相关场所;餐饮相关,虎皮凤爪,113.320085,23.108205
B0KB7SK0SZ,塔斯汀中国汉堡(广州市海珠琶洲汇店),塔斯汀中国汉堡,other_chicken,推荐菜,海珠区,芳园路4-2-2号,050300,餐饮服务;快餐厅;快餐厅,"鸡肉,中国汉堡,鸡腿",113.329826,23.106031
B0KG5U9OOA,四囍·鸡公煲(琶洲汇店),四囍·鸡公煲,modern,招牌,海珠区,芳园路4号之3号之2号,050000,餐饮服务;餐饮相关场所;餐饮相关,"酸菜鱼,鸡肉",113.329884,23.10604
B0FFK1DZXK,广州康莱德酒店·韵轩中餐厅,广州康莱德酒店·韵轩中餐厅,modern,推荐菜,天河区,珠江新城兴民路222号广州康莱德酒店5层,050000,餐饮服务;餐饮相关场所;餐饮相关,"香辣贵妃海皇拌拌面,韵轩脆皮鸡,抹茶芥末虾球,皮皮虾百香果冻,冰烧三层肉,沙姜黑棕鹅掌亦,脆皮鸡,龙虾,下午茶,牛肉",113.326772,23.118369
B0L3XZ14HG,秋盈手撕鸡(猎德店),秋盈手撕鸡,traditional,招牌,天河区,海文路20号,050000,餐饮服务;餐饮相关场所;餐饮相关,手撕鸡,113.331196,23.117499
B0FFLANETG,华辉拉肠(猎德店),华辉拉肠,other_chicken,推荐菜,天河区,花城大道88号(猎德地铁站B口步行70米),050300,餐饮服务;快餐厅;快餐厅,"单人餐,肠粉,招牌鸡蛋肠",113.327034,23.120523
